,Sentence,Aspect Terms,Sentiment
3017,"what a joke - the gom for the jan lok pal bill - sharad pawar , moily and kapil sibal.this govt thinks we the people are stupid and gullible .",govt,NEGATIVE
3018,"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",NASA,NEUTRAL
3019,"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",President Obama,NEUTRAL
3020,"NASA unveils sweeping new program s: A week before President Obama attends a ""space summit"" in Florida , NASA unveil ... http://bit.ly/cwA9DE",NASA,NEUTRAL
3021,"Hi friends !! We now have a new twitter account , follow us at @Dgbillboard",twitter,NEUTRAL
3022,"Today had the pleasure & honor to meet Philip Kotler , to attend the conference-forum ""Marketing 3.0"" by him !!",Philip Kotler,POSITIVE
3023,UN agency calls for regional food body http://t.co/d0u7FVfJ #UAE #Follow,UN,NEUTRAL
3024,"I love the Street Style Blogs , showing individuals styles in public . http://t.co/XdK6zD3C",Street Style Blogs,POSITIVE
3025,"@VincentChenPH @teresakok I read the newspaper , why sel gov approve the land for the schools which have yet to get the approval from MOE ?",MOE,NEUTRAL
3026,RACK's ( Rackwise Inc. ) recent partnership with Intel makes this company even more attractive in our eyes !!,Rackwise Inc.,POSITIVE
3027,RACK's ( Rackwise Inc. ) recent partnership with Intel makes this company even more attractive in our eyes !!,Intel,POSITIVE
3028,it's official ! Social security now pays out more than it brings in ! Word of advice : don't depend on social security in the future !,Social security,NEGATIVE
3029,it's official ! Social security now pays out more than it brings in ! Word of advice : don't depend on social security in the future !,social security,NEGATIVE
3030,@GhadahAlghunaim .. Offer is ready from now .. Good luck in your PHD challenge .. Please enjoy it as much as you can .. î,@GhadahAlghunaim,POSITIVE
3031,"Thank you to all who sponsored Helen at Wwhd for the charity cycle ride - we raised over Â£8 , 000",Helen,NEUTRAL
3032,coin mint 1 OZ Gold Coins From The US Mint ;P http://t.co/CGJEwxUo,The US Mint,NEUTRAL
3033,Google X to launch essentially Android vision ( augmented reality glasses ) by the end of the year : http://t.co/DfHtQSGN,Google X,NEUTRAL
3034,Google X to launch essentially Android vision ( augmented reality glasses ) by the end of the year : http://t.co/DfHtQSGN,Android,NEUTRAL
3035,Subway Franchise for Sale : How Much Does a Subway Franchise Cost ? http://budurl.com/wm4k,Subway,NEUTRAL
3036,Subway Franchise for Sale : How Much Does a Subway Franchise Cost ? http://budurl.com/wm4k,Subway,NEUTRAL
3037,Meat Ball del Dawson's http://t.co/BEe4DcQO,Meat Ball del Dawson's,NEUTRAL
3038,"The Interior Design Department Presents a Lecture by Ali Alraouf â Pearls , Harrods and FIFA : ( De ) -Constructing ... http://t.co/KwoWbpOA",Ali Alraouf,NEUTRAL
3039,"Dollar rallies broadly , up over 1 pct vs . euro - Reuters http://t.co/ZCkVShoO",Reuters,NEUTRAL
3040,"Journalist Marie Colvin to be buried in Syria , mother says http://t.co/QfSubQ3X",Marie Colvin,NEUTRAL
3041,"Twitter Setting Up to Dominate Local Search : This last week , at the Chirp Conference ( Official Twitter Developer C ... http://bit.ly/cnLboy",Twitter,NEUTRAL
3042,"Twitter Setting Up to Dominate Local Search : This last week , at the Chirp Conference ( Official Twitter Developer C ... http://bit.ly/cnLboy",Twitter,NEUTRAL
3043,morehead state : O http://bit.ly/fv2kOm Where do I go from here with my Associates in Science degree ?,morehead state,NEUTRAL
3044,Israel seems to be relying on a strategy of being 'too powerful to oppose' .. Same strategy adopted by the former Egyptian interior ministry,Egyptian interior ministry,NEUTRAL
3045,Spezza anxious to shoulder load with teammate s: Senators centre Jason Spezza is pointing toward a return to the ... http://bit.ly/gUglMu,Spezza,NEUTRAL
3046,Spezza anxious to shoulder load with teammate s: Senators centre Jason Spezza is pointing toward a return to the ... http://bit.ly/gUglMu,Senators,NEUTRAL
3047,Spezza anxious to shoulder load with teammate s: Senators centre Jason Spezza is pointing toward a return to the ... http://bit.ly/gUglMu,Jason Spezza,NEUTRAL
3048,"Saudi Prince Alwaleed buys TWITTER STAKE $ 300 MILLION - DUBAI ( Reuters ) Prince Alwaleed bin Talal , the Saudi billio ... http://t.co/OZcaL2CO",Saudi Prince Alwaleed,NEUTRAL
3049,"Saudi Prince Alwaleed buys TWITTER STAKE $ 300 MILLION - DUBAI ( Reuters ) Prince Alwaleed bin Talal , the Saudi billio ... http://t.co/OZcaL2CO",TWITTER,NEUTRAL
3050,"Saudi Prince Alwaleed buys TWITTER STAKE $ 300 MILLION - DUBAI ( Reuters ) Prince Alwaleed bin Talal , the Saudi billio ... http://t.co/OZcaL2CO",Reuters,NEUTRAL
3051,"Saudi Prince Alwaleed buys TWITTER STAKE $ 300 MILLION - DUBAI ( Reuters ) Prince Alwaleed bin Talal , the Saudi billio ... http://t.co/OZcaL2CO",Prince Alwaleed bin Talal,NEUTRAL
3052,"24 hours after launch of ""Mass Traffic without Google"" over 3 , 000 people jumped at the opportunity - view http://bit.ly/jamtraffic","Google""",NEUTRAL
3053,"Murray , Federer to Dubai semis in straight set s: Roger Federer and Andy Murray advanced to the semifinals of the ... http://t.co/bfT7rzmZ",Murray,NEUTRAL
3054,"Murray , Federer to Dubai semis in straight set s: Roger Federer and Andy Murray advanced to the semifinals of the ... http://t.co/bfT7rzmZ",Federer,POSITIVE
3055,"Murray , Federer to Dubai semis in straight set s: Roger Federer and Andy Murray advanced to the semifinals of the ... http://t.co/bfT7rzmZ",Roger Federer,NEUTRAL
3056,"Murray , Federer to Dubai semis in straight set s: Roger Federer and Andy Murray advanced to the semifinals of the ... http://t.co/bfT7rzmZ",Andy Murray,POSITIVE
3057,who pays the cost of rahul gandhi'S security ?,rahul gandhi'S,NEGATIVE
3058,J . W . Schopf~ For four-fifths of our history our planet was populated by pond scum .,J . W . Schopf~,NEUTRAL
3059,"Spend $ 25k to buy ugly rocker JFK sat in night B4 he died http://t.co/VdyScUNS, or $ 329 for the style he actually owned http://t.co/2opj9eMi",JFK,NEUTRAL
3060,"@iansomerhalder Ian , How do you feeling now ?",Ian,POSITIVE
3061,"Your life changes the moment you make a new , congruent , and committed decision . Anthony Robbins",Anthony Robbins,NEUTRAL
3062,"Behind every man now alive stand 30 ghosts , for that is the ratio by which the dead outnumber the living.Arthur C . Clarke",living.Arthur C . Clarke,NEUTRAL
3063,We started testing Twitter on the PG website .,Twitter,NEUTRAL
3064,Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢ÂÂJa ... http://t.co/N7xEGdHb,'Jack,NEUTRAL
3065,Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢ÂÂJa ... http://t.co/N7xEGdHb,Jill',NEUTRAL
3066,Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢ÂÂJa ... http://t.co/N7xEGdHb,Conway Daily Sun,NEUTRAL
3067,Time ticking for Assad in Syria - Turkey's Erdogan : http://t.co/PbgZydxk,Assad,NEGATIVE
3068,Time ticking for Assad in Syria - Turkey's Erdogan : http://t.co/PbgZydxk,Erdogan,NEUTRAL
3069,"$ 150 for dye/highlight , cut plus treatment ... Cheap ! i like uncle gan and aunti robelle :) http://t.co/823mO26C",uncle gan,POSITIVE
3070,"$ 150 for dye/highlight , cut plus treatment ... Cheap ! i like uncle gan and aunti robelle :) http://t.co/823mO26C",aunti robelle,POSITIVE
3071,Look On Facebook @ Alpha Rain Roofing for pictures of 30 % energy Savings metal roof installation ! http://bit.ly/ahNraj,Facebook,NEUTRAL
3072,Relaxing under all conditions | The Bowen Health Blog http://t.co/4oowAwF via @bowencollege,Bowen Health,NEUTRAL
3073,Free Shaklee Membership when you buy the Earth Day Healthy Home Pack for $ 30 . http://tiny.ly/gjNT,Shaklee,NEUTRAL
3074,"Boston Professor Hails Obama for Declaring War on Deficits . Wait , What ? http://bit.ly/hxymv4",Obama,NEGATIVE
3075,"EID Mubarak for every one , enjoy the vacation ....",Mubarak,NEUTRAL
3076,I just voted for http://introutsugar.wordpress.com/ at Deutsche Welle Blog Awards http://thebobs.com #thebobs,Deutsche Welle,NEUTRAL
3077,"News . Here I earn on FOREX , indexes and raw actives ... I stake on Bettings , I recommend , high profit\\\/// ... http : //t.co/4PuSDxw",FOREX,POSITIVE
3078,"News . Here I earn on FOREX , indexes and raw actives ... I stake on Bettings , I recommend , high profit\\\/// ... http : //t.co/4PuSDxw",Bettings,POSITIVE
3079,"Fomny Watch cnn English News international live online world tv tv links , cnn breaking headline news http://t.co/fvifQwm via @AddThis",cnn,NEUTRAL
3080,"Fomny Watch cnn English News international live online world tv tv links , cnn breaking headline news http://t.co/fvifQwm via @AddThis",cnn,NEUTRAL
3081,"Millennium Tutors Kansas City , MO Use promocode for an additi http://t.co/ArAIPukr KansasCity Test Preparation & Tutoring Services #coupon",Millennium Tutors,NEUTRAL
3082,See you all tonight at 7 : 30 PM at Cinemagic for NOV 17 | GCFF 2011 Double Screening : Sun Come Up ( short film ) and ... http://t.co/Q3i3pIvb,GCFF,NEUTRAL
3083,Disobey Putin anti-election protest in Moscow - @Demotix News http://t.co/M9OjYA5F,Putin,NEGATIVE
3084,Mother of lost trawlerman died a few hours before he drowned - National News - Independent.ie http://t.co/QgSSSGx7,National News,NEUTRAL
3085,Chelsea Summer s: Hot housewife Chelsey Summers can â t think of a single reason why being sexy is a bad thing . The ... http://t.co/scU1N5l7,Chelsea Summer s:,POSITIVE
3086,Chelsea Summer s: Hot housewife Chelsey Summers can â t think of a single reason why being sexy is a bad thing . The ... http://t.co/scU1N5l7,Chelsey Summers,POSITIVE
3087,"Qualcomm ups dividend , approves up to $ 4B buyback : Mobile phone chip-maker Qualcomm Inc . sa ... http://t.co/fcPJDhhq http://t.co/FiSmxplN",Qualcomm,NEUTRAL
3088,"Qualcomm ups dividend , approves up to $ 4B buyback : Mobile phone chip-maker Qualcomm Inc . sa ... http://t.co/fcPJDhhq http://t.co/FiSmxplN",Qualcomm Inc,NEUTRAL
3089,I posted a new photo to Facebook http://t.co/2jaxcraY,Facebook,NEUTRAL
3090,"DJ Fernando Vocal Deep , Tech , Grooving House Mix 2010 http://t.co/cvmI6Et",DJ Fernando,NEUTRAL
3091,Only 1 sleep to go before Dr David Hill is here in Australia . If you know anyone that has any health challenges or ... http://t.co/XXaGtFri,Dr David Hill,NEUTRAL
3092,Discount Wilton Holiday Red and White Sprinkles,Wilton,NEUTRAL
3093,http://t.co/kb9ZDVXQ - Biblical Patriarchs Abraham & Moses NEVER EXISTED As the Bible Portrays http://t.co/wbb8XVwr,Abraham,NEUTRAL
3094,http://t.co/kb9ZDVXQ - Biblical Patriarchs Abraham & Moses NEVER EXISTED As the Bible Portrays http://t.co/wbb8XVwr,Moses,NEGATIVE
3095,"Call of Duty : Modern Warfare 3 - Piazza ""Teddy Bear"" Easter Egg - YouTube http://t.co/cW9SVwDw ( via @ultraryanrules )",YouTube,NEUTRAL
3096,I need to find a new way to interact with Twitter ; else I'll just drift farther and farther apart from it as my priorities shift .,Twitter,NEUTRAL
3097,@gigswigs yes bb . I'm listening Nickelback's Somebody and was just musing tt songs reminds us of different episodes- this one is of Canada,Nickelback's,POSITIVE
3098,GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,GM,NEUTRAL
3099,GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,Treasury,NEUTRAL
3100,GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,Reuters,NEUTRAL
3101,I uploaded a @YouTube video http://t.co/KPlIFhKi Show Gratitude To Allah's Favours,@YouTube,NEUTRAL
3102,I uploaded a @YouTube video http://t.co/KPlIFhKi Show Gratitude To Allah's Favours,Allah's,POSITIVE
3103,How Retailers Are Reinventing Shopping - Harvard Business Review : http://t.co/Dq5YRzKn @Said_Morales,Harvard Business Review,NEUTRAL
3104,@deepikapadukone happy birthday beautiful.may Allah gives you long life,Allah,POSITIVE
3105,The Twitter 100 : No 1 to 10 - News - People - The Independent http://t.co/yQL39tfk,Twitter,NEUTRAL
3106,Look further . It's inside you . Greg Z .,Greg Z,NEUTRAL
3107,Twitpic - Share photos and videos on Twitter http://t.co/kqo4Yk8U via @twitpic,Twitpic,NEUTRAL
3108,Twitpic - Share photos and videos on Twitter http://t.co/kqo4Yk8U via @twitpic,Twitter,NEUTRAL
3109,http://bit.ly/fJ8HCt Three Tips to Achieve High Earnings as an Amazon Affiliate,Amazon,NEUTRAL
3110,Valuable info by industry ! RT @hubspot Twitter or Facebook : Which Is Right for Your Business ? http://bit.ly/dmMUC9 via #in,Twitter,NEUTRAL
3111,Valuable info by industry ! RT @hubspot Twitter or Facebook : Which Is Right for Your Business ? http://bit.ly/dmMUC9 via #in,Facebook,NEUTRAL
3112,"Lastly , a close-up of the Ziggy Zag Knit Skirt ! Love the flattering silhouette ! We'll be back with more previews ... http://t.co/WiaQQ73w",Ziggy Zag,POSITIVE
3113,@Natura_Mexico 33%,@Natura_Mexico,NEUTRAL
3114,@asplinterofice what's wrong ? _r u ok now ? I'm hanging out with friends and few new guys ) ) _one of 'em looks exactly like Taylor Lothner ) ),Taylor Lothner,POSITIVE
3115,"What do you think about facebook ? can you believe facebook is paying people to answer this question , check it out ! http://dld.bz/u4TX",facebook,NEUTRAL
3116,"What do you think about facebook ? can you believe facebook is paying people to answer this question , check it out ! http://dld.bz/u4TX",facebook,POSITIVE
3117,Chinese President Hu Jintao warns of cultural warfare from West http://t.co/P4umjNqT,President Hu Jintao,NEUTRAL
3118,Artificial Tree s: Capturing Energy from Sun and Wind : Discovery News http://t.co/nQ2Cm0KT,Discovery News,NEUTRAL
3119,"Obama is a stupid . People of Egypt don't want from Moubarak reform , they want him to leave power and Egypt .",Obama,NEGATIVE
3120,"Obama is a stupid . People of Egypt don't want from Moubarak reform , they want him to leave power and Egypt .",Egypt,NEUTRAL
3121,"Obama is a stupid . People of Egypt don't want from Moubarak reform , they want him to leave power and Egypt .",Moubarak,NEGATIVE
3122,Palestinians under pressure to drop UN bid - Middle East - Al Jazeera English http://t.co/NXCD1Qtq via @ajenglish,UN,NEUTRAL
3123,Palestinians under pressure to drop UN bid - Middle East - Al Jazeera English http://t.co/NXCD1Qtq via @ajenglish,Al Jazeera,NEUTRAL
3124,Steve â s Last Laugh : Adobe Killing Off Flash For Mobile Â Devices via @techcrunch http://t.co/NJH0bEKO,Steve,NEUTRAL
3125,Steve â s Last Laugh : Adobe Killing Off Flash For Mobile Â Devices via @techcrunch http://t.co/NJH0bEKO,Adobe,NEUTRAL
3126,I subscribed to RajshriKids's channel on YouTube . http://t.co/LI3rtAPZ,YouTube,NEUTRAL
3127,"""Humor is mankind's greatest blessing."" - Mark Twain http://t.co/068z0s9W",Mark Twain,POSITIVE
3128,Ray J Breaks His Silence On Whitney Houston â s Death #aolvideo http://t.co/kvclZaxZ via @AOL,Ray J,NEUTRAL
3129,Ray J Breaks His Silence On Whitney Houston â s Death #aolvideo http://t.co/kvclZaxZ via @AOL,Whitney Houston,NEUTRAL
3130,Stephen Hawking : 'There is no heaven ; it's a fairy story' http://t.co/a35mbP2,Stephen Hawking,NEUTRAL
3131,Selling fast on @GoogleOffers : 50 % off at Michi Sushi http://t.co/RIQnjfcx,Michi Sushi,POSITIVE
3132,Obama Turns The Super Committee Failure Into A Weapon Of GOP Destruction http://t.co/blHsWF4H vÃ­a @politicususa,Obama,NEGATIVE
3133,Obama Turns The Super Committee Failure Into A Weapon Of GOP Destruction http://t.co/blHsWF4H vÃ­a @politicususa,GOP,NEGATIVE
3134,"Al Jazzera offices closed by government in Cairo . All the dictators do the same stupidities , donÂ´t they have any creativity ?",Al Jazzera,NEUTRAL
3135,"Petrobras CFO On Becoming Bigger Than Exxon And Apple : I Buy Oil Every Day , iPads Every 2 Years http://t.co/Wh7xo9b via @forbes",Petrobras,NEUTRAL
3136,"Petrobras CFO On Becoming Bigger Than Exxon And Apple : I Buy Oil Every Day , iPads Every 2 Years http://t.co/Wh7xo9b via @forbes",Exxon,NEUTRAL
3137,"Petrobras CFO On Becoming Bigger Than Exxon And Apple : I Buy Oil Every Day , iPads Every 2 Years http://t.co/Wh7xo9b via @forbes",Apple,NEUTRAL
3138,"some #ThingsThatShouldSTOP without a doubt : muslims calling for anything except Khilafah , muslims grovelling and puppeting for the west .",Khilafah,POSITIVE
3139,Avoiding Copyright Pitfalls on Pinterest http://t.co/C5xnN2GR via @saving4someday,Pinterest,NEUTRAL
3140,Eid mubarak to every muslim around da globe . Plz remember the Muslims who r suffering around the world . Pray for them all ..,mubarak,POSITIVE
3141,@jbieberkon IKR ! Let loose the talk of love as justin bieber said,justin bieber,NEUTRAL
3142,Currently reading Pirates in Iraqi waters on Mideast Youth : http://www.mideastyouth.com/2010/08/21/pirates-in-iraqi-waters/,Mideast Youth,NEUTRAL
3143,Actor Jim Iyke Enrolls for Anger Management Class ... http://t.co/Cb2JupOI,Jim Iyke,NEUTRAL
3144,9 Anti-Christs sit on Supreme Court = 6 Catholics & 3 Jew s: 9 Anti-Christs sit on Supreme Court = 6 Catholics & 3 ... http://bit.ly/adk7yj,Supreme Court,NEGATIVE
3145,9 Anti-Christs sit on Supreme Court = 6 Catholics & 3 Jew s: 9 Anti-Christs sit on Supreme Court = 6 Catholics & 3 ... http://bit.ly/adk7yj,Supreme Court,NEGATIVE
